b,c,w,q,seed,num_rounds,opponent_strategy,swap_mode,memory,model,n_swaps,cooperation_rate,opp_cooperation_rate,parse_failures,total_payoff_raw,c_over_b,direct_reciprocity_favored,indirect_reciprocity_favored
4.0,1.0,0.5,0.0,0,20,suspicious_tit_for_tat,same,,qwen3-8b-base,12,0.4,0.15,0,24.0,0.25,True,False
4.0,1.0,0.5,0.0,1,20,suspicious_tit_for_tat,same,,qwen3-8b-base,9,0.5,0.3,0,34.0,0.25,True,False
4.0,1.0,0.5,0.0,2,20,suspicious_tit_for_tat,same,,qwen3-8b-base,12,0.2,0.05,0,20.0,0.25,True,False
4.0,1.0,0.5,0.0,3,20,suspicious_tit_for_tat,same,,qwen3-8b-base,10,0.05,0.05,0,23.0,0.25,True,False
4.0,1.0,1.0,0.0,0,20,suspicious_tit_for_tat,same,,qwen3-8b-base,0,0.05,0.05,0,23.0,0.25,True,False
4.0,1.0,1.0,0.0,1,20,suspicious_tit_for_tat,same,,qwen3-8b-base,0,0.15,0.15,0,29.0,0.25,True,False
4.0,1.0,1.0,0.0,2,20,suspicious_tit_for_tat,same,,qwen3-8b-base,0,0.1,0.1,0,26.0,0.25,True,False
4.0,1.0,1.0,0.0,3,20,suspicious_tit_for_tat,same,,qwen3-8b-base,0,0.05,0.05,0,23.0,0.25,True,False
4.0,1.0,0.5,1.0,0,20,suspicious_tit_for_tat,same,,qwen3-8b-base,11,0.3,0.1,0,22.0,0.25,True,True
4.0,1.0,0.5,1.0,1,20,suspicious_tit_for_tat,same,,qwen3-8b-base,9,0.2,0.15,0,28.0,0.25,True,True
4.0,1.0,0.5,1.0,2,20,suspicious_tit_for_tat,same,,qwen3-8b-base,11,0.3,0.1,0,22.0,0.25,True,True
4.0,1.0,0.5,1.0,3,20,suspicious_tit_for_tat,same,,qwen3-8b-base,12,0.45,0.15,0,23.0,0.25,True,True
4.0,1.0,1.0,1.0,0,20,suspicious_tit_for_tat,same,,qwen3-8b-base,0,0.1,0.1,0,26.0,0.25,True,True
4.0,1.0,1.0,1.0,1,20,suspicious_tit_for_tat,same,,qwen3-8b-base,0,0.5,0.5,0,50.0,0.25,True,True
4.0,1.0,1.0,1.0,2,20,suspicious_tit_for_tat,same,,qwen3-8b-base,0,0.05,0.05,0,23.0,0.25,True,True
4.0,1.0,1.0,1.0,3,20,suspicious_tit_for_tat,same,,qwen3-8b-base,0,0.5,0.5,0,50.0,0.25,True,True
