b,c,w,q,seed,num_rounds,opponent_strategy,swap_mode,memory,model,n_swaps,cooperation_rate,opp_cooperation_rate,parse_failures,total_payoff_raw,c_over_b,direct_reciprocity_favored,indirect_reciprocity_favored
4.0,5.0,0.5,0.0,0,20,generous_tit_for_tat,same,,qwen3-8b-base,12,0.0,0.75,0,160.0,1.25,False,False
4.0,5.0,0.5,0.0,1,20,generous_tit_for_tat,same,,qwen3-8b-base,7,0.0,0.65,0,152.0,1.25,False,False
4.0,5.0,0.5,0.0,2,20,generous_tit_for_tat,same,,qwen3-8b-base,11,0.0,0.75,0,160.0,1.25,False,False
4.0,5.0,0.5,0.0,3,20,generous_tit_for_tat,same,,qwen3-8b-base,9,0.0,0.65,0,152.0,1.25,False,False
4.0,5.0,1.0,0.0,0,20,generous_tit_for_tat,same,,qwen3-8b-base,0,0.0,0.25,0,120.0,1.25,False,False
4.0,5.0,1.0,0.0,1,20,generous_tit_for_tat,same,,qwen3-8b-base,0,0.0,0.4,0,132.0,1.25,False,False
4.0,5.0,1.0,0.0,2,20,generous_tit_for_tat,same,,qwen3-8b-base,0,0.0,0.4,0,132.0,1.25,False,False
4.0,5.0,1.0,0.0,3,20,generous_tit_for_tat,same,,qwen3-8b-base,0,0.0,0.35,0,128.0,1.25,False,False
4.0,5.0,0.5,1.0,0,20,generous_tit_for_tat,same,,qwen3-8b-base,10,0.0,0.55,0,144.0,1.25,False,False
4.0,5.0,0.5,1.0,1,20,generous_tit_for_tat,same,,qwen3-8b-base,12,0.0,0.65,0,152.0,1.25,False,False
4.0,5.0,0.5,1.0,2,20,generous_tit_for_tat,same,,qwen3-8b-base,12,0.0,0.75,0,160.0,1.25,False,False
4.0,5.0,0.5,1.0,3,20,generous_tit_for_tat,same,,qwen3-8b-base,12,0.0,0.7,0,156.0,1.25,False,False
4.0,5.0,1.0,1.0,0,20,generous_tit_for_tat,same,,qwen3-8b-base,0,0.1,0.4,0,122.0,1.25,False,False
4.0,5.0,1.0,1.0,1,20,generous_tit_for_tat,same,,qwen3-8b-base,0,0.0,0.15,0,112.0,1.25,False,False
4.0,5.0,1.0,1.0,2,20,generous_tit_for_tat,same,,qwen3-8b-base,0,0.0,0.3,0,124.0,1.25,False,False
4.0,5.0,1.0,1.0,3,20,generous_tit_for_tat,same,,qwen3-8b-base,0,0.0,0.4,0,132.0,1.25,False,False
