b,c,w,q,seed,num_rounds,opponent_strategy,swap_mode,memory,model,n_swaps,cooperation_rate,opp_cooperation_rate,parse_failures,total_payoff_raw,c_over_b,direct_reciprocity_favored,indirect_reciprocity_favored
4.0,3.0,0.5,0.0,0,20,always_defect,same,,qwen3-8b-base,12,0.45,0.0,0,33.0,0.75,False,False
4.0,3.0,0.5,0.0,1,20,always_defect,same,,qwen3-8b-base,9,0.4,0.0,0,36.0,0.75,False,False
4.0,3.0,0.5,0.0,2,20,always_defect,same,,qwen3-8b-base,12,0.6,0.0,0,24.0,0.75,False,False
4.0,3.0,0.5,0.0,3,20,always_defect,same,,qwen3-8b-base,10,0.55,0.0,0,27.0,0.75,False,False
4.0,3.0,1.0,0.0,0,20,always_defect,same,,qwen3-8b-base,0,0.1,0.0,0,54.0,0.75,True,False
4.0,3.0,1.0,0.0,1,20,always_defect,same,,qwen3-8b-base,0,0.05,0.0,0,57.0,0.75,True,False
4.0,3.0,1.0,0.0,2,20,always_defect,same,,qwen3-8b-base,0,0.05,0.0,0,57.0,0.75,True,False
4.0,3.0,1.0,0.0,3,20,always_defect,same,,qwen3-8b-base,0,0.05,0.0,0,57.0,0.75,True,False
4.0,3.0,0.5,1.0,0,20,always_defect,same,,qwen3-8b-base,11,0.0,0.0,0,60.0,0.75,False,True
4.0,3.0,0.5,1.0,1,20,always_defect,same,,qwen3-8b-base,9,0.0,0.0,0,60.0,0.75,False,True
4.0,3.0,0.5,1.0,2,20,always_defect,same,,qwen3-8b-base,11,0.2,0.0,0,48.0,0.75,False,True
4.0,3.0,0.5,1.0,3,20,always_defect,same,,qwen3-8b-base,12,0.0,0.0,0,60.0,0.75,False,True
4.0,3.0,1.0,1.0,0,20,always_defect,same,,qwen3-8b-base,0,0.0,0.0,0,60.0,0.75,True,True
4.0,3.0,1.0,1.0,1,20,always_defect,same,,qwen3-8b-base,0,0.0,0.0,0,60.0,0.75,True,True
4.0,3.0,1.0,1.0,2,20,always_defect,same,,qwen3-8b-base,0,0.05,0.0,0,57.0,0.75,True,True
4.0,3.0,1.0,1.0,3,20,always_defect,same,,qwen3-8b-base,0,0.0,0.0,0,60.0,0.75,True,True
