b,c,w,q,seed,num_rounds,opponent_strategy,swap_mode,memory,model,n_swaps,cooperation_rate,opp_cooperation_rate,parse_failures,total_payoff_raw,c_over_b,direct_reciprocity_favored,indirect_reciprocity_favored
4.0,1.0,0.5,0.0,0,20,always_defect,same,,qwen3-8b-base,12,0.55,0.0,0,9.0,0.25,True,False
4.0,1.0,0.5,0.0,1,20,always_defect,same,,qwen3-8b-base,9,0.4,0.0,0,12.0,0.25,True,False
4.0,1.0,0.5,0.0,2,20,always_defect,same,,qwen3-8b-base,12,0.45,0.0,0,11.0,0.25,True,False
4.0,1.0,0.5,0.0,3,20,always_defect,same,,qwen3-8b-base,10,0.2,0.0,0,16.0,0.25,True,False
4.0,1.0,1.0,0.0,0,20,always_defect,same,,qwen3-8b-base,0,0.0,0.0,0,20.0,0.25,True,False
4.0,1.0,1.0,0.0,1,20,always_defect,same,,qwen3-8b-base,0,1.0,0.0,0,0.0,0.25,True,False
4.0,1.0,1.0,0.0,2,20,always_defect,same,,qwen3-8b-base,0,0.05,0.0,0,19.0,0.25,True,False
4.0,1.0,1.0,0.0,3,20,always_defect,same,,qwen3-8b-base,0,0.1,0.0,0,18.0,0.25,True,False
4.0,1.0,0.5,1.0,0,20,always_defect,same,,qwen3-8b-base,11,0.0,0.0,0,20.0,0.25,True,True
4.0,1.0,0.5,1.0,1,20,always_defect,same,,qwen3-8b-base,9,0.0,0.0,0,20.0,0.25,True,True
4.0,1.0,0.5,1.0,2,20,always_defect,same,,qwen3-8b-base,11,0.05,0.0,0,19.0,0.25,True,True
4.0,1.0,0.5,1.0,3,20,always_defect,same,,qwen3-8b-base,12,0.0,0.0,0,20.0,0.25,True,True
4.0,1.0,1.0,1.0,0,20,always_defect,same,,qwen3-8b-base,0,0.0,0.0,0,20.0,0.25,True,True
4.0,1.0,1.0,1.0,1,20,always_defect,same,,qwen3-8b-base,0,0.0,0.0,0,20.0,0.25,True,True
4.0,1.0,1.0,1.0,2,20,always_defect,same,,qwen3-8b-base,0,0.0,0.0,0,20.0,0.25,True,True
4.0,1.0,1.0,1.0,3,20,always_defect,same,,qwen3-8b-base,0,0.0,0.0,0,20.0,0.25,True,True
