b,c,w,q,seed,num_rounds,opponent_strategy,swap_mode,memory,model,n_swaps,cooperation_rate,opp_cooperation_rate,parse_failures,total_payoff_raw,c_over_b,direct_reciprocity_favored,indirect_reciprocity_favored
4.0,2.0,0.0,0.0,0,20,suspicious_tit_for_tat,same,,qwen3-32b-base,19,0.05,0.0,0,38.0,0.5,False,False
4.0,2.0,0.0,0.0,1,20,suspicious_tit_for_tat,same,,qwen3-32b-base,19,0.1,0.0,0,36.0,0.5,False,False
4.0,2.0,0.5,0.0,0,20,suspicious_tit_for_tat,same,,qwen3-32b-base,12,0.25,0.1,0,38.0,0.5,False,False
4.0,2.0,0.5,0.0,1,20,suspicious_tit_for_tat,same,,qwen3-32b-base,9,0.55,0.3,0,42.0,0.5,False,False
4.0,2.0,1.0,0.0,0,20,suspicious_tit_for_tat,same,,qwen3-32b-base,0,0.5,0.5,0,60.0,0.5,True,False
4.0,2.0,1.0,0.0,1,20,suspicious_tit_for_tat,same,,qwen3-32b-base,0,0.35,0.35,0,54.0,0.5,True,False
4.0,2.0,0.0,0.5,0,20,suspicious_tit_for_tat,same,,qwen3-32b-base,19,0.25,0.0,0,30.0,0.5,False,False
4.0,2.0,0.0,0.5,1,20,suspicious_tit_for_tat,same,,qwen3-32b-base,19,0.15,0.0,0,34.0,0.5,False,False
4.0,2.0,0.5,0.5,0,20,suspicious_tit_for_tat,same,,qwen3-32b-base,12,0.15,0.0,0,34.0,0.5,False,False
4.0,2.0,0.5,0.5,1,20,suspicious_tit_for_tat,same,,qwen3-32b-base,14,0.25,0.15,0,42.0,0.5,False,False
4.0,2.0,1.0,0.5,0,20,suspicious_tit_for_tat,same,,qwen3-32b-base,0,0.5,0.5,0,60.0,0.5,True,False
4.0,2.0,1.0,0.5,1,20,suspicious_tit_for_tat,same,,qwen3-32b-base,0,0.45,0.45,0,58.0,0.5,True,False
4.0,2.0,0.0,1.0,0,20,suspicious_tit_for_tat,same,,qwen3-32b-base,19,0.3,0.0,0,28.0,0.5,False,True
4.0,2.0,0.0,1.0,1,20,suspicious_tit_for_tat,same,,qwen3-32b-base,19,0.3,0.0,0,28.0,0.5,False,True
4.0,2.0,0.5,1.0,0,20,suspicious_tit_for_tat,same,,qwen3-32b-base,11,0.2,0.1,0,40.0,0.5,False,True
4.0,2.0,0.5,1.0,1,20,suspicious_tit_for_tat,same,,qwen3-32b-base,9,0.35,0.2,0,42.0,0.5,False,True
4.0,2.0,1.0,1.0,0,20,suspicious_tit_for_tat,same,,qwen3-32b-base,0,0.2,0.2,0,48.0,0.5,True,True
4.0,2.0,1.0,1.0,1,20,suspicious_tit_for_tat,same,,qwen3-32b-base,0,0.5,0.5,0,60.0,0.5,True,True
4.0,2.0,0.0,0.0,0,20,suspicious_tit_for_tat,same,1,qwen3-32b-base,19,0.05,0.0,0,38.0,0.5,False,False
4.0,2.0,0.0,0.0,1,20,suspicious_tit_for_tat,same,1,qwen3-32b-base,19,0.5,0.0,0,20.0,0.5,False,False
4.0,2.0,0.5,0.0,0,20,suspicious_tit_for_tat,same,1,qwen3-32b-base,12,0.65,0.25,0,34.0,0.5,False,False
4.0,2.0,0.5,0.0,1,20,suspicious_tit_for_tat,same,1,qwen3-32b-base,9,0.6,0.35,0,44.0,0.5,False,False
4.0,2.0,1.0,0.0,0,20,suspicious_tit_for_tat,same,1,qwen3-32b-base,0,0.5,0.5,0,60.0,0.5,True,False
4.0,2.0,1.0,0.0,1,20,suspicious_tit_for_tat,same,1,qwen3-32b-base,0,0.5,0.5,0,60.0,0.5,True,False
4.0,2.0,0.0,0.5,0,20,suspicious_tit_for_tat,same,1,qwen3-32b-base,19,0.35,0.0,0,26.0,0.5,False,False
4.0,2.0,0.0,0.5,1,20,suspicious_tit_for_tat,same,1,qwen3-32b-base,19,0.3,0.0,0,28.0,0.5,False,False
4.0,2.0,0.5,0.5,0,20,suspicious_tit_for_tat,same,1,qwen3-32b-base,12,0.5,0.15,0,32.0,0.5,False,False
4.0,2.0,0.5,0.5,1,20,suspicious_tit_for_tat,same,1,qwen3-32b-base,14,0.6,0.25,0,36.0,0.5,False,False
4.0,2.0,1.0,0.5,0,20,suspicious_tit_for_tat,same,1,qwen3-32b-base,0,0.45,0.45,0,58.0,0.5,True,False
4.0,2.0,1.0,0.5,1,20,suspicious_tit_for_tat,same,1,qwen3-32b-base,0,0.5,0.5,0,60.0,0.5,True,False
4.0,2.0,0.0,1.0,0,20,suspicious_tit_for_tat,same,1,qwen3-32b-base,19,0.4,0.0,0,24.0,0.5,False,True
4.0,2.0,0.0,1.0,1,20,suspicious_tit_for_tat,same,1,qwen3-32b-base,19,0.35,0.0,0,26.0,0.5,False,True
4.0,2.0,0.5,1.0,0,20,suspicious_tit_for_tat,same,1,qwen3-32b-base,11,0.55,0.2,0,34.0,0.5,False,True
4.0,2.0,0.5,1.0,1,20,suspicious_tit_for_tat,same,1,qwen3-32b-base,9,0.5,0.3,0,44.0,0.5,False,True
4.0,2.0,1.0,1.0,0,20,suspicious_tit_for_tat,same,1,qwen3-32b-base,0,0.3,0.3,0,52.0,0.5,True,True
4.0,2.0,1.0,1.0,1,20,suspicious_tit_for_tat,same,1,qwen3-32b-base,0,0.45,0.45,0,58.0,0.5,True,True
4.0,2.0,0.0,0.0,0,20,suspicious_tit_for_tat,same,2,qwen3-32b-base,19,0.1,0.0,0,36.0,0.5,False,False
4.0,2.0,0.0,0.0,1,20,suspicious_tit_for_tat,same,2,qwen3-32b-base,19,0.1,0.0,0,36.0,0.5,False,False
4.0,2.0,0.5,0.0,0,20,suspicious_tit_for_tat,same,2,qwen3-32b-base,12,0.7,0.25,0,32.0,0.5,False,False
4.0,2.0,0.5,0.0,1,20,suspicious_tit_for_tat,same,2,qwen3-32b-base,9,0.6,0.35,0,44.0,0.5,False,False
4.0,2.0,1.0,0.0,0,20,suspicious_tit_for_tat,same,2,qwen3-32b-base,0,0.1,0.1,0,44.0,0.5,True,False
4.0,2.0,1.0,0.0,1,20,suspicious_tit_for_tat,same,2,qwen3-32b-base,0,0.35,0.35,0,54.0,0.5,True,False
4.0,2.0,0.0,0.5,0,20,suspicious_tit_for_tat,same,2,qwen3-32b-base,19,0.45,0.0,0,22.0,0.5,False,False
4.0,2.0,0.0,0.5,1,20,suspicious_tit_for_tat,same,2,qwen3-32b-base,19,0.1,0.0,0,36.0,0.5,False,False
4.0,2.0,0.5,0.5,0,20,suspicious_tit_for_tat,same,2,qwen3-32b-base,12,0.35,0.1,0,34.0,0.5,False,False
4.0,2.0,0.5,0.5,1,20,suspicious_tit_for_tat,same,2,qwen3-32b-base,14,0.4,0.2,0,40.0,0.5,False,False
4.0,2.0,1.0,0.5,0,20,suspicious_tit_for_tat,same,2,qwen3-32b-base,0,0.25,0.25,0,50.0,0.5,True,False
4.0,2.0,1.0,0.5,1,20,suspicious_tit_for_tat,same,2,qwen3-32b-base,0,0.5,0.45,0,56.0,0.5,True,False
4.0,2.0,0.0,1.0,0,20,suspicious_tit_for_tat,same,2,qwen3-32b-base,19,0.35,0.0,0,26.0,0.5,False,True
4.0,2.0,0.0,1.0,1,20,suspicious_tit_for_tat,same,2,qwen3-32b-base,19,0.3,0.0,0,28.0,0.5,False,True
4.0,2.0,0.5,1.0,0,20,suspicious_tit_for_tat,same,2,qwen3-32b-base,11,0.35,0.15,0,38.0,0.5,False,True
4.0,2.0,0.5,1.0,1,20,suspicious_tit_for_tat,same,2,qwen3-32b-base,9,0.1,0.05,0,40.0,0.5,False,True
4.0,2.0,1.0,1.0,0,20,suspicious_tit_for_tat,same,2,qwen3-32b-base,0,0.5,0.5,0,60.0,0.5,True,True
4.0,2.0,1.0,1.0,1,20,suspicious_tit_for_tat,same,2,qwen3-32b-base,0,0.45,0.45,0,58.0,0.5,True,True
4.0,2.0,0.0,0.0,0,20,suspicious_tit_for_tat,same,4,qwen3-32b-base,19,0.05,0.0,0,38.0,0.5,False,False
4.0,2.0,0.0,0.0,1,20,suspicious_tit_for_tat,same,4,qwen3-32b-base,19,0.1,0.0,0,36.0,0.5,False,False
4.0,2.0,0.5,0.0,0,20,suspicious_tit_for_tat,same,4,qwen3-32b-base,12,0.1,0.0,0,36.0,0.5,False,False
4.0,2.0,0.5,0.0,1,20,suspicious_tit_for_tat,same,4,qwen3-32b-base,9,0.55,0.35,0,46.0,0.5,False,False
4.0,2.0,1.0,0.0,0,20,suspicious_tit_for_tat,same,4,qwen3-32b-base,0,0.5,0.5,0,60.0,0.5,True,False
4.0,2.0,1.0,0.0,1,20,suspicious_tit_for_tat,same,4,qwen3-32b-base,0,0.4,0.4,0,56.0,0.5,True,False
4.0,2.0,0.0,0.5,0,20,suspicious_tit_for_tat,same,4,qwen3-32b-base,19,0.35,0.0,0,26.0,0.5,False,False
4.0,2.0,0.0,0.5,1,20,suspicious_tit_for_tat,same,4,qwen3-32b-base,19,0.25,0.0,0,30.0,0.5,False,False
4.0,2.0,0.5,0.5,0,20,suspicious_tit_for_tat,same,4,qwen3-32b-base,12,0.25,0.0,0,30.0,0.5,False,False
4.0,2.0,0.5,0.5,1,20,suspicious_tit_for_tat,same,4,qwen3-32b-base,14,0.5,0.05,0,24.0,0.5,False,False
4.0,2.0,1.0,0.5,0,20,suspicious_tit_for_tat,same,4,qwen3-32b-base,0,0.35,0.35,0,54.0,0.5,True,False
4.0,2.0,1.0,0.5,1,20,suspicious_tit_for_tat,same,4,qwen3-32b-base,0,0.35,0.35,0,54.0,0.5,True,False
4.0,2.0,0.0,1.0,0,20,suspicious_tit_for_tat,same,4,qwen3-32b-base,19,0.3,0.0,0,28.0,0.5,False,True
4.0,2.0,0.0,1.0,1,20,suspicious_tit_for_tat,same,4,qwen3-32b-base,19,0.6,0.0,0,16.0,0.5,False,True
4.0,2.0,0.5,1.0,0,20,suspicious_tit_for_tat,same,4,qwen3-32b-base,11,0.4,0.15,0,36.0,0.5,False,True
4.0,2.0,0.5,1.0,1,20,suspicious_tit_for_tat,same,4,qwen3-32b-base,9,0.25,0.15,0,42.0,0.5,False,True
4.0,2.0,1.0,1.0,0,20,suspicious_tit_for_tat,same,4,qwen3-32b-base,0,0.5,0.5,0,60.0,0.5,True,True
4.0,2.0,1.0,1.0,1,20,suspicious_tit_for_tat,same,4,qwen3-32b-base,0,0.2,0.2,0,48.0,0.5,True,True
