b,c,w,q,seed,num_rounds,opponent_strategy,swap_mode,memory,model,n_swaps,cooperation_rate,opp_cooperation_rate,parse_failures,total_payoff_raw,c_over_b,direct_reciprocity_favored,indirect_reciprocity_favored
4.0,5.0,0.5,0.0,0,20,tit_for_two_tats,same,,qwen3-8b-base,12,0.0,0.9,0,172.0,1.25,False,False
4.0,5.0,0.5,0.0,1,20,tit_for_two_tats,same,,qwen3-8b-base,9,0.0,0.8,0,164.0,1.25,False,False
4.0,5.0,0.5,0.0,2,20,tit_for_two_tats,same,,qwen3-8b-base,12,0.0,0.85,0,168.0,1.25,False,False
4.0,5.0,0.5,0.0,3,20,tit_for_two_tats,same,,qwen3-8b-base,10,0.0,0.9,0,172.0,1.25,False,False
4.0,5.0,1.0,0.0,0,20,tit_for_two_tats,same,,qwen3-8b-base,0,0.0,0.1,0,108.0,1.25,False,False
4.0,5.0,1.0,0.0,1,20,tit_for_two_tats,same,,qwen3-8b-base,0,0.0,0.1,0,108.0,1.25,False,False
4.0,5.0,1.0,0.0,2,20,tit_for_two_tats,same,,qwen3-8b-base,0,0.0,0.1,0,108.0,1.25,False,False
4.0,5.0,1.0,0.0,3,20,tit_for_two_tats,same,,qwen3-8b-base,0,0.0,0.1,0,108.0,1.25,False,False
4.0,5.0,0.5,1.0,0,20,tit_for_two_tats,same,,qwen3-8b-base,11,0.25,0.85,0,143.0,1.25,False,False
4.0,5.0,0.5,1.0,1,20,tit_for_two_tats,same,,qwen3-8b-base,9,1.0,1.0,0,80.0,1.25,False,False
4.0,5.0,0.5,1.0,2,20,tit_for_two_tats,same,,qwen3-8b-base,11,1.0,1.0,0,80.0,1.25,False,False
4.0,5.0,0.5,1.0,3,20,tit_for_two_tats,same,,qwen3-8b-base,12,0.0,0.9,0,172.0,1.25,False,False
4.0,5.0,1.0,1.0,0,20,tit_for_two_tats,same,,qwen3-8b-base,0,0.0,0.1,0,108.0,1.25,False,False
4.0,5.0,1.0,1.0,1,20,tit_for_two_tats,same,,qwen3-8b-base,0,0.0,0.1,0,108.0,1.25,False,False
4.0,5.0,1.0,1.0,2,20,tit_for_two_tats,same,,qwen3-8b-base,0,0.0,0.1,0,108.0,1.25,False,False
4.0,5.0,1.0,1.0,3,20,tit_for_two_tats,same,,qwen3-8b-base,0,0.85,0.95,0,91.0,1.25,False,False
