b,c,w,q,seed,num_rounds,opponent_strategy,swap_mode,memory,model,n_swaps,cooperation_rate,opp_cooperation_rate,parse_failures,total_payoff_raw,c_over_b,direct_reciprocity_favored,indirect_reciprocity_favored
4.0,4.0,0.5,0.0,0,20,suspicious_tit_for_tat,same,,qwen3-8b-base,12,0.15,0.05,0,72.0,1.0,False,False
4.0,4.0,0.5,0.0,1,20,suspicious_tit_for_tat,same,,qwen3-8b-base,9,0.45,0.3,0,68.0,1.0,False,False
4.0,4.0,0.5,0.0,2,20,suspicious_tit_for_tat,same,,qwen3-8b-base,12,0.15,0.05,0,72.0,1.0,False,False
4.0,4.0,0.5,0.0,3,20,suspicious_tit_for_tat,same,,qwen3-8b-base,10,1.0,0.45,0,36.0,1.0,False,False
4.0,4.0,1.0,0.0,0,20,suspicious_tit_for_tat,same,,qwen3-8b-base,0,0.05,0.05,0,80.0,1.0,False,False
4.0,4.0,1.0,0.0,1,20,suspicious_tit_for_tat,same,,qwen3-8b-base,0,1.0,0.95,0,76.0,1.0,False,False
4.0,4.0,1.0,0.0,2,20,suspicious_tit_for_tat,same,,qwen3-8b-base,0,0.05,0.05,0,80.0,1.0,False,False
4.0,4.0,1.0,0.0,3,20,suspicious_tit_for_tat,same,,qwen3-8b-base,0,1.0,0.95,0,76.0,1.0,False,False
4.0,4.0,0.5,1.0,0,20,suspicious_tit_for_tat,same,,qwen3-8b-base,11,0.2,0.1,0,72.0,1.0,False,False
4.0,4.0,0.5,1.0,1,20,suspicious_tit_for_tat,same,,qwen3-8b-base,9,0.1,0.05,0,76.0,1.0,False,False
4.0,4.0,0.5,1.0,2,20,suspicious_tit_for_tat,same,,qwen3-8b-base,11,0.5,0.2,0,56.0,1.0,False,False
4.0,4.0,0.5,1.0,3,20,suspicious_tit_for_tat,same,,qwen3-8b-base,12,0.3,0.1,0,64.0,1.0,False,False
4.0,4.0,1.0,1.0,0,20,suspicious_tit_for_tat,same,,qwen3-8b-base,0,0.05,0.05,0,80.0,1.0,False,False
4.0,4.0,1.0,1.0,1,20,suspicious_tit_for_tat,same,,qwen3-8b-base,0,0.1,0.1,0,80.0,1.0,False,False
4.0,4.0,1.0,1.0,2,20,suspicious_tit_for_tat,same,,qwen3-8b-base,0,1.0,0.95,0,76.0,1.0,False,False
4.0,4.0,1.0,1.0,3,20,suspicious_tit_for_tat,same,,qwen3-8b-base,0,1.0,0.95,0,76.0,1.0,False,False
